Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
ABS-CBN News,@ABSCBNNews,2025-04-16T12:00:03.000Z,True,"Ako ang tatapos sa pagsubok na 'to
Ako ang simula ng pagbabago #Halalan2025",0,5,45,5.4K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1912476077597040971,tweet_id:1912476077597040971
Jeff Raymundo #BGYONow on October 4,@jeffraymundo_,2025-04-16T11:37:30.000Z,True,"While we're at it! You better have them in your ballot, ACEs! #Halalan2025 #BGYO",0,14,45,978,"['#Halalan2025', '#BGYO']",[],"['\\U0001fa77', '\\U0001f49c', '\\U0001f49a']",https://pbs.twimg.com/profile_images/1958213234466627584/hmXd0Gk1_normal.jpg,https://x.com/jeffraymundo_/status/1912470403693371491,tweet_id:1912470403693371491
Raphael - No one is unbreakable,@SimplyRaphaelle,2025-04-16T11:24:24.000Z,False,"Palitan na ang Senado, sisintahin na ang mga walang walng pakundangan gastusin ang pera ng bayan.  

TAMA NA ANG MGA BUDOL
Nasa kamay ninyo ang pagbabago

The power is in your votes #Halalan2025 #VoteWisely#PDPLabanStraight #Duterten",3,37,110,1.1K,"['#Halalan2025', '#VoteWisely', '#PDPLabanStraight', '#Duterten']",[],[],https://pbs.twimg.com/profile_images/1965405744972673024/Q6VvgdCm_normal.jpg,https://x.com/SimplyRaphaelle/status/1912467106286927922,tweet_id:1912467106286927922
levythehokage,@Ace_Yo_Bloom,2025-04-16T10:47:49.000Z,True,"our best boys strongly advocates for the right to vote, through and through ‘Your vote is your voice. Let’s vote wisely’#Halalan2025 #BGYO ",0,11,48,1.5K,"['#Halalan2025', '#BGYO']",['@bgyo_ph'],['\\U0001f4af'],https://pbs.twimg.com/profile_images/1757804297499328512/Sv4o_Mdb_normal.jpg,https://x.com/Ace_Yo_Bloom/status/1912457898548191335,tweet_id:1912457898548191335
Rappler,@rapplerdotcom,2025-04-16T10:45:18.000Z,True,"'The victory formula for Pangilinan and Aquino is rather straightforward. But it's easier said than done.' #PHVote #ThoughtLeaders rappler.com/voices/thought
…",48,116,784,66K,"['#PHVote', '#ThoughtLeaders']",[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_normal.jpg,https://x.com/rapplerdotcom/status/1912457263983272425,tweet_id:1912457263983272425
SoundCheckManila,@SoundCheckMNL,2025-04-16T10:15:33.000Z,False,#Bgyo  performing the theme for  's Halalan coverage #Halalan2025  ,0,189,420,3.2K,"['#Bgyo', '#Halalan2025']","['@bgyo_ph', '@ABSCBN', '@ABSCBNpr']","['\\U0001f49a', '\\u2764\\ufe0f', '\\U0001f49c', '\\U0001f499']",https://pbs.twimg.com/profile_images/664240476619337728/qmALRmST_normal.jpg,https://x.com/SoundCheckMNL/status/1912449777515778218,tweet_id:1912449777515778218
☽̶☾ | BGYO CON OCT. 04,@natabase408,2025-04-16T08:43:38.000Z,True,#Halalan2022            #Halalan2025VOTE WISELY!,0,39,116,2K,"['#Halalan2022', '#Halalan2025']",[],[],https://pbs.twimg.com/profile_images/1971272604893011968/OG9Voqp-_normal.jpg,https://x.com/natabase408/status/1912426648692990239,tweet_id:1912426648692990239
Kapamilya Outsider,@kpmlyaoutsider,2025-04-16T08:23:04.000Z,False,"Saan at kailan at kung paano
Ako ang tatapos sa pagsubok na ‘to.#Halalan2025 #BGYO",1,164,425,3.3K,"['#Halalan2025', '#BGYO']",[],[],https://pbs.twimg.com/profile_images/1969564820199686144/66YxQGq1_normal.jpg,https://x.com/kpmlyaoutsider/status/1912421470342639692,tweet_id:1912421470342639692
ABS-CBN News,@ABSCBNNews,2025-04-16T08:00:01.000Z,True,"Saan at kailan at kung paano
Ako ang tatapos sa pagsubok na 'to. #Halalan2025",15,471,905,56K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1912415670811390007,tweet_id:1912415670811390007
ABS-CBN News,@ABSCBNNews,2025-04-16T05:00:00.000Z,True,"Sa bawat kilos makakalampag
Siklab ng umaga'y magliliwanag#Halalan2025",0,5,23,5K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1912370367097643301,tweet_id:1912370367097643301
ABS-CBN News,@ABSCBNNews,2025-04-16T03:56:46.000Z,True,Kalakip ng disqualification petition vs Atty. Christian Sia ay ang hirit ng Task Force SAFE na huwag iproklama si Sia sakaling manalo sa #Halalan2025 | via ,10,28,261,37K,['#Halalan2025'],['@JohnsonManabat'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1912354456181842211,tweet_id:1912354456181842211
MAMITA SAYS |,@jcmanila,2025-04-16T03:44:25.000Z,False,"Malinaw na 14% lang ang gusto na ma-impeach si VP Inday. 

HOR = House of Romualdez Vote for your Senators and Representatives wisely. Make sure that they have the best interests of the Filipino in mind.#halalan2025 #dinapabubudolmuli",1,7,23,336,"['#halalan2025', '#dinapabubudolmuli']",[],"['\\U0001f621', '\\U0001f1f5\\U0001f1ed', '\\U0001f49a', '\\U0001f44a']",https://pbs.twimg.com/profile_images/1903149944569204738/mOVi80G2_normal.jpg,https://x.com/jcmanila/status/1912351346596204992,tweet_id:1912351346596204992
ABS-CBN News,@ABSCBNNews,2025-04-16T03:12:42.000Z,True,"Naghain na ng petition for disqualification ang Task Force SAFE sa Clerk of the Commission vs Atty. Christian Sia ng Pasig City. 

Ayon kay director Sonia Wee-Lozada,  consolidated na dito ang 2 show cause order laban kay Sia. #Halalan2025 | via ",0,5,20,4.8K,['#Halalan2025'],['@JohnsonManabat'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1912343366475690461,tweet_id:1912343366475690461
Angela Baron,@_rainbowfighter,2025-04-15T16:03:18.000Z,False,"“If you abandon the youth, you abandon the nation.” - HM 

HEIDI MENDOZA () PO FOR SENATOR!!! #45MendozaHeidi #Halalan2025",0,51,300,3.1K,"['#45MendozaHeidi', '#Halalan2025']",['@HeidiMendoza45'],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1912174902964342910,tweet_id:1912174902964342910
AltIndayBadiday,@AltIndayBadiday,2025-04-15T13:19:34.000Z,False,"Ako ang tutupad sa pangakong ito
Ako ang simula ng pagbabago#Halalan2025 #WRIVE",0,1,27,6.7K,"['#Halalan2025', '#WRIVE']",[],[],https://pbs.twimg.com/profile_images/1963132203648634880/PC_v0C4f_normal.jpg,https://x.com/AltIndayBadiday/status/1912133701191995575,tweet_id:1912133701191995575
AltIndayBadiday,@AltIndayBadiday,2025-04-15T13:17:49.000Z,False,"Mulat na mata at gising na tainga
Mga daliri na nagkakaisa

AKO ANG SIMULA#Halalan2025 #MAKI",0,10,127,11K,"['#Halalan2025', '#MAKI']",[],[],https://pbs.twimg.com/profile_images/1963132203648634880/PC_v0C4f_normal.jpg,https://x.com/AltIndayBadiday/status/1912133261427613824,tweet_id:1912133261427613824
It's Showtime,@itsShowtimeNa,2025-04-15T09:42:50.000Z,True,"‘Wag nang mahimbing sa sariling mundo
‘Wag nang iwaldas ang sandaling ‘to #Halalan2025 #StarMagic",4,9,175,10K,"['#Halalan2025', '#StarMagic']",[],[],https://pbs.twimg.com/profile_images/1881918817171075072/Xnu0vGOp_normal.jpg,https://x.com/itsShowtimeNa/status/1912079159121285535,tweet_id:1912079159121285535
Star Magic,@starmagicphils,2025-04-15T08:01:59.000Z,True,"Ako ang tutupad sa pangakong ito
Ako ang simula ng pagbabago#Halalan2025",0,19,41,3.5K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1876160515556413440/APONIgtx_normal.jpg,https://x.com/starmagicphils/status/1912053776040554522,tweet_id:1912053776040554522
It's Showtime,@itsShowtimeNa,2025-04-15T05:54:40.000Z,True,"Ako ang tutupad sa pangakong ito
Ako ang simula ng pagbabago#Halalan2025 #WRIVE #StarMagic",3,32,120,7.9K,"['#Halalan2025', '#WRIVE', '#StarMagic']",[],[],https://pbs.twimg.com/profile_images/1881918817171075072/Xnu0vGOp_normal.jpg,https://x.com/itsShowtimeNa/status/1912021737484542248,tweet_id:1912021737484542248
ABS-CBN News,@ABSCBNNews,2025-04-15T05:06:05.000Z,True,"Ako ang tutupad sa pangakong ito
Ako ang simula ng pagbabago#Halalan2025",0,91,134,27K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1912009512569196996,tweet_id:1912009512569196996
Angela Baron,@_rainbowfighter,2025-04-15T00:51:11.000Z,True,"Ano ang aayawan mo sa isang totoong makabayan, nagsilbi, hinarap ang mga TIWALI, nagpakulong? 

Wala. Heidi Mendoza is our Corruption Slayer!!! #45MendozaHeidi ngayong #Halalan2025 FOR SENATOR!!! ",1,29,78,1.8K,"['#45MendozaHeidi', '#Halalan2025']",['@HeidiMendoza45'],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1911945364711846217,tweet_id:1911945364711846217
Mang Inasar ,@Mang_INASAR,2025-04-14T16:19:13.000Z,False,ML Partylist ni Leila De Lima ang iboboto kong partylist ngayong #Halalan2025!,27,138,852,22K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1835369486104592385/TBKi5UeF_normal.jpg,https://x.com/Mang_INASAR/status/1911816522395533351,tweet_id:1911816522395533351
Mang Inasar ,@Mang_INASAR,2025-04-14T16:13:11.000Z,False,"Wag tayo sa mga Politikong puro Pangako! Dun na tayo sa totoong may nagawa para sa Pilipino!

Kiko Pangilinan at Bam Aquino! #Halalan2025",0,4,25,389,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1835369486104592385/TBKi5UeF_normal.jpg,https://x.com/Mang_INASAR/status/1911815004913123666,tweet_id:1911815004913123666
Elvin Mac,@gadenorer,2025-04-14T13:20:31.000Z,False,3 Million Views in just 4 hours Mabuhay ka Inday & Imee      #Halalan2025   #Eleksyon2025  #PDPlaban   #PDP  #ICC,36,21,70,3K,"['#Halalan2025', '#Eleksyon2025', '#PDPlaban', '#PDP', '#ICC']","['@indaysara', '@SenImeeMarcos']","['\\U0001f44a', '\\U0001f985', '\\U0001f1f5\\U0001f1ed']",https://pbs.twimg.com/profile_images/1953787980172455936/sbLcpub1_normal.jpg,https://x.com/gadenorer/status/1911771550669570428,tweet_id:1911771550669570428
Mang Inasar ,@Mang_INASAR,2025-04-14T11:46:48.000Z,False,BLOCK VOTING FOR KIKO PANGILINAN AND BAM AQUINO. Para ipanalo ang Pilipino! #Halalan2025,24,443,3.5K,99K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1835369486104592385/TBKi5UeF_normal.jpg,https://x.com/Mang_INASAR/status/1911747968111091854,tweet_id:1911747968111091854
Pinoytapsilog,@pinoyanghang,2025-04-14T11:22:18.000Z,True,"I'm on the same page with SASS ROGANDO SASOT insofar as supporting the P3WD Party List this coming #Halalan2025.

P3WD stands for Komunidad ng Pamilya Pasyente at Persons with Disabilities (or ""Community of Families, Patients, and Persons with Disabilities"").",5,15,58,1.5K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1248256553175531520/JOOSaByN_normal.jpg,https://x.com/pinoyanghang/status/1911741801020395935,tweet_id:1911741801020395935
ABS-CBN News,@ABSCBNNews,2025-04-14T10:25:00.000Z,True,Sara Duterte endorses Imee Marcos' Senate reelection bid #Halalan2025,113,37,58,45K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1911727380240146575,tweet_id:1911727380240146575
Angela Baron,@_rainbowfighter,2025-04-14T09:47:50.000Z,False,"HEIDI MENDOZA FOR SENATOR this coming #Halalan2025! 

Sa mga BISAYA — ISULOD / IAPIL SI MA’AM HEIDI SA INYONG BALOTA! #45MendozaHeidi ",3,53,269,3.8K,"['#Halalan2025', '#45MendozaHeidi']",['@HeidiMendoza45'],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1911718027059740735,tweet_id:1911718027059740735
Rappler,@rapplerdotcom,2025-04-14T05:45:19.000Z,True,"One breezy February afternoon in San Jose Del Monte City, the Marcos slate Alyansa campaigned in the vote-rich province, and Camille Villar, heiress to the business and political empire, promised all the basic needs — housing, jobs, etc. — except for one: water. #PHVote 

Read",121,646,1.4K,79K,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_normal.jpg,https://x.com/rapplerdotcom/status/1911656998602481825,tweet_id:1911656998602481825
Angela Baron,@_rainbowfighter,2025-04-13T13:00:38.000Z,False,"HEIDI MENDOZA FOR SENATOR!!! Good governance 

Accountability of public officials 

Fight corruption 

Please  donate whatever amount through the QR codes below. I just did!  #45MendozaHeidi for Senator ngayong #Halalan2025!!! ",4,37,180,2.4K,"['#45MendozaHeidi', '#Halalan2025']",['@HeidiMendoza45'],"['\\U0001f49c', '\\U0001f64f', '\\U0001f49c', '\\U0001f49c', '\\U0001f49c']",https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1911404160198525135,tweet_id:1911404160198525135
Angela Baron,@_rainbowfighter,2025-04-13T12:12:17.000Z,False,"Even ordinary Filipinos dream of good governance, accountability and fighting corruption. 

They know that if the system is fixed, everything good will follow. Even good marriages!  po FOR SENATOR!!! #45MendozaHeidi #Halalan2025",1,27,156,1.9K,"['#45MendozaHeidi', '#Halalan2025']",['@HeidiMendoza45'],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1911391992828788815,tweet_id:1911391992828788815
Detective Mask 名探偵マスク,@DetectiveMask,2025-04-13T04:21:08.000Z,False,"In Cebu, Governor Gwen Garcia has endorsed the following admin Senate bets:

-Abalos
-Bong Revilla
-Cayetano
-Lacson
-Pacquiao 
-Sotto
-Tolentino
-Villar

Unclear if she plans to endorse Binay, Lapid, & Erwin Tulfo, or goes for KikoBam and/or pro-Duterte bets.#Halalan2025",7,7,69,4.7K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_normal.jpg,https://x.com/DetectiveMask/status/1911273421872435341,tweet_id:1911273421872435341
Rappler,@rapplerdotcom,2025-04-13T02:45:08.000Z,True,"While he’s still polling outside the “probable winners” list, Kiko Pangilinan said that his campaign team will work double time a month before the elections to make sure they will cover their bases to get enough votes. #PHVote 

More here: rappler.com/philippines/el
…",25,89,455,12K,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_normal.jpg,https://x.com/rapplerdotcom/status/1911249264128188848,tweet_id:1911249264128188848
Rappler,@rapplerdotcom,2025-04-13T01:37:19.000Z,True,"Kiko Pangilinan says he's willing to move heaven and earth to win the elections, but there are lines he won't cross #PHVote",9,27,163,35K,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_normal.jpg,https://x.com/rapplerdotcom/status/1911232198323118469,tweet_id:1911232198323118469
The LaSallian,@TheLaSallian,2025-04-12T11:15:37.000Z,False,"JUST IN: The Legislative Assembly (LA) endorses the following #Halalan2025 candidates to the USG:

• Kiko Pangilinan  
• Bam Aquino  
• Luke Espiritu  
• Heidi Mendoza  
• Rep. Arlene Brosas  
• Sonny Matula  
• Leody De Guzman  
• Ronnel Arambulo  
• Danilo Ramos",8,110,617,15K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1962397865210503168/_LpICsvz_normal.jpg,https://x.com/TheLaSallian/status/1911015344384209087,tweet_id:1911015344384209087
Angela Baron,@_rainbowfighter,2025-04-12T09:51:48.000Z,False,I expect  to allow the arrests of Bato Dela Rosa and Bong Go after #Halalan2025 if and when the  issues the warrants for their arrests. ,2,3,19,396,['#Halalan2025'],"['@SayChiz', '@IntlCrimCourt', '@KarimKhanQC']",[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1910994251971801135,tweet_id:1910994251971801135
Mang Inasar ,@Mang_INASAR,2025-04-12T07:15:17.000Z,False,"Bam Aquino at Kiko Pangilinan! Sila ang mga Senador ko!

Ikaw, proud ka ba sa mga Senador mo??? #Halalan2025",4,133,580,9.2K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1835369486104592385/TBKi5UeF_normal.jpg,https://x.com/Mang_INASAR/status/1910954861451239626,tweet_id:1910954861451239626
Teacher France,@FranceCastroACT,2025-04-12T02:27:30.000Z,False,"SA HARAP NG BALOTA, I-SHADE ANG:  CASTRO, TEACHER FRANCE (MKBYN) 

30 araw na lang bago ang #Halalan2025, mga beshie!  Suportahan natin si Teacher France Castro at ang sampu pang senatorial candidates ng KOALISYONG MAKABAYAN para ipaglaban ang ating mga panawagan:",18,109,388,6.6K,['#Halalan2025'],[],"['1\\ufe0f\\u20e3', '7\\ufe0f\\u20e3', '\\U0001f631']",https://pbs.twimg.com/profile_images/1832016222772482048/nhFv7LId_normal.jpg,https://x.com/FranceCastroACT/status/1910882439985262808,tweet_id:1910882439985262808
Kulotissima,@kulotissima,2025-04-11T23:58:49.000Z,True,"Tandaan niyo, yung mga Duterte propagandists were ‘trained’ by China.

“The content produced by the fake profiles revealed a clear objective: to bolster public support for Rodrigo Duterte and shape a sympathetic, legacy-driven narrative around his arrest.”#Halalan2025",3,12,21,1K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1527492412058255373/CLTqBpMD_normal.jpg,https://x.com/kulotissima/status/1910845022989099434,tweet_id:1910845022989099434
Kulotissima,@kulotissima,2025-04-11T04:07:48.000Z,False,"Number 1, SINUNGALING#Halalan2025#TeamChina",3,54,219,18K,"['#Halalan2025', '#TeamChina']",[],[],https://pbs.twimg.com/profile_images/1527492412058255373/CLTqBpMD_normal.jpg,https://x.com/kulotissima/status/1910545293893914892,tweet_id:1910545293893914892
Linedun,@KuysManskie,2025-04-11T03:05:46.000Z,False,"Ang pagboto kay Philip Salvador at Willie Revillame this 2025 ay senyales na di tayo natuto kay Robin Padilla noong 2022. Para tayong sirang plaka, paulit-ulit na lang. Nakakainit ng ulo. #VoteWisely this May. #Halalan2025",57,1.3K,3.7K,107K,"['#VoteWisely', '#Halalan2025']",[],[],https://pbs.twimg.com/profile_images/1940033244885295104/c09H1_eB_normal.jpg,https://x.com/KuysManskie/status/1910529679813206128,tweet_id:1910529679813206128
ABS-CBN News,@ABSCBNNews,2025-04-11T01:00:02.000Z,True,"Ang mga unang senador ng Pilipinas ay kinabibilangan ng mga abogado, mamamahayag, agriculturist, negosyante, at doktor. #Halalan2025 

PANOORIN: youtube.com/watch?v=orIFws
…",72,419,1.5K,105K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1910498037849624591,tweet_id:1910498037849624591
Mang Inasar ,@Mang_INASAR,2025-04-10T15:03:37.000Z,False,"Dun ako sa MADAMI NG NAGAWA, at MARAMI PANG MAGAGAWA SA SENADO!

Kiko Pangilinan at Bam Aquino! #Halalan2025",14,1.2K,4.4K,101K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1835369486104592385/TBKi5UeF_normal.jpg,https://x.com/Mang_INASAR/status/1910347947231068665,tweet_id:1910347947231068665
Rappler,@rapplerdotcom,2025-04-10T09:39:41.000Z,True,"BREAKING. Alleged drug lord and Albuera, Leyte, mayoral aspirant Rolan ""Kerwin"" Espinosa was shot in Barangay Tinag-an on Thursday, April 10, according to Albuera councilor aspirant Carl Kevin Batistis. #PHVote #AmbagNatin | via Jazmin Bonifacio/Rappler

Story to follow on",8,49,52,16K,"['#PHVote', '#AmbagNatin']",[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_normal.jpg,https://x.com/rapplerdotcom/status/1910266423391478137,tweet_id:1910266423391478137
Angela Baron,@_rainbowfighter,2025-04-10T08:35:27.000Z,False,"From Ma’am  FB page… #45MendozaHeidi #Halalan2025 

Sinabi na kasing mapapag-usapan iyan… Ngayon, nanggulo kayo, dami tuloy ayaw na sa SSM. Mga inutil kasi mag-isip!!!",5,21,123,3.2K,"['#45MendozaHeidi', '#Halalan2025']",['@HeidiMendoza45'],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1910250262134157742,tweet_id:1910250262134157742
ABS-CBN News,@ABSCBNNews,2025-04-10T04:10:54.000Z,True,"DSWD confirms video of exploited PWD in smear campaign vs Pasig Mayor Vico Sotto was taken inside St. Gerrard Construction’s office in Pasig City.  

SGC is owned by Sarah Discaya, who is running for Pasig City Mayor vs Sotto in #Halalan2025 #ANCHeadstart | via ",49,166,678,92K,"['#Halalan2025', '#ANCHeadstart']",['@_katrinadomingo'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1910183684067705062,tweet_id:1910183684067705062
Detective Mask 名探偵マスク,@DetectiveMask,2025-04-10T03:58:01.000Z,False,"I am so not confident about KikoBam's numbers in the WR Numero survey. (Especially with the OCTA results coming in.)

Might as well be in a state of mourning while we wait for the results.#Halalan2025",0,4,38,2.3K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_normal.jpg,https://x.com/DetectiveMask/status/1910180442998964461,tweet_id:1910180442998964461
Kat Domingo,@_katrinadomingo,2025-04-10T02:54:22.000Z,False,"DSWD confirms video of exploited PWD in smear campaign vs Pasig Mayor  was taken inside St. Gerrard Construction’s office in Pasig City.

SGC is owned by Sarah Discaya, who is running for Pasig City Mayor vs Sotto in #Halalan2025 #ANCHeadstart",27,174,624,112K,"['#Halalan2025', '#ANCHeadstart']",['@VicoSotto'],[],https://pbs.twimg.com/profile_images/1901671693984407552/5GxkrDTk_normal.jpg,https://x.com/_katrinadomingo/status/1910164422930370732,tweet_id:1910164422930370732
Detective Mask 名探偵マスク,@DetectiveMask,2025-04-10T02:53:25.000Z,False,"Once again, focus your energies on Kiko and/or Bam.

Highly unlikely na talaga na may iba pang manalo na oposisyon, so at least spend more energy on the ones who actually have a chance. #Halalan2025",4,44,230,4.8K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_normal.jpg,https://x.com/DetectiveMask/status/1910164183477629074,tweet_id:1910164183477629074
ABS-CBN News,@ABSCBNNews,2025-04-09T14:30:00.000Z,True,"Sharon Cuneta admits feeling embarrassed for being absent from her husband's campaign rally in Bulacan. #Halalan2025Read: abs-cbn.com/entertainment/
…",3,1,41,12K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1909977097378165162,tweet_id:1909977097378165162
Mang Inasar ,@Mang_INASAR,2025-04-09T09:48:59.000Z,False,BLOCK VOTING FOR BAM AQUINO ANG KIKO PANGILINAN PARA MAKAPASOK SILA SA TOP 12 ngayong #Halalan2025,41,341,2.8K,81K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1835369486104592385/TBKi5UeF_normal.jpg,https://x.com/Mang_INASAR/status/1909906378740953334,tweet_id:1909906378740953334
Ezzah's Year,@ezzahschonxxi,2025-04-09T08:13:29.000Z,False,"This is my current and I believe final list of Senators:

5 - Aquino  
8 - Ballon  
25 - Espiritu  
43 - Matula  
51 - Pangilinan  
54 - Ramos  #Halalan2025Ayan tama na ang number ",3,1,30,1.6K,['#Halalan2025'],"['@bamaquino', '@kadodoyballon', '@LukeEspirituPH', '@AttyMatula', '@kikopangilinan', '@kadaningramos']","['\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1971456764634857476/bKI5Df87_normal.jpg,https://x.com/ezzahschonxxi/status/1909882345211281904,tweet_id:1909882345211281904
Mang Inasar ,@Mang_INASAR,2025-04-09T07:35:32.000Z,False,Naniniwala ako kila Bam Aquino at Kiko Pangilinan! #Halalan2025,0,17,182,1.8K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1835369486104592385/TBKi5UeF_normal.jpg,https://x.com/Mang_INASAR/status/1909872794047009279,tweet_id:1909872794047009279
Detective Mask 名探偵マスク,@DetectiveMask,2025-04-09T07:21:56.000Z,False,"When you look back at the eventual fates of once-liberal darlings Samira Gutoc, Pilo Hilbay, Lourdes Sereno, and Rowena Guanzon, you get some understanding of why people might have apprehensions with Heidi Mendoza.#Halalan2025",4,123,428,20K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_normal.jpg,https://x.com/DetectiveMask/status/1909869373113892987,tweet_id:1909869373113892987
Lance Alba #JoinAnakbayan,@albalnce,2025-04-09T04:58:24.000Z,False,"6 sa 12 na tumatakbong babae sa Senado ngayong #Halalan2025 ay galing sa Makabayan.

Lahat ay YES sa same-sex marriage at YES sa SOGIESC Bill (in fact principal authors pa nga nito). Kinikilala rin nila ang karapatan ng kababaihan sa divorce at abortion.#TaumbayanSaSenado",0,82,199,3.9K,"['#Halalan2025', '#TaumbayanSaSenado']",[],[],https://pbs.twimg.com/profile_images/1921447886359007232/_9yKwdI9_normal.jpg,https://x.com/albalnce/status/1909833249397801269,tweet_id:1909833249397801269
NewsWatch Plus PH,@newswatchplusph,2025-04-09T03:09:19.000Z,True,"WATCH: Senator JV Ejercito endorses the senatorial bid of his former colleague Bam Aquino.

""Nakasama ko noon sa Senado si Senator Bam Aquino, at nakita ko kung gaano siya ka-seryoso sa paglilingkod,"" Ejercito says |   Sen. JV Ejercito#VoteWatch #Eleksyon2025",11,54,344,11K,"['#VoteWatch', '#Eleksyon2025']",['@daniza_sf'],['\\U0001f3a5'],https://pbs.twimg.com/profile_images/1886646668541747203/cfuXSCAM_normal.jpg,https://x.com/newswatchplusph/status/1909805800110911903,tweet_id:1909805800110911903
Detective Mask 名探偵マスク,@DetectiveMask,2025-04-09T02:04:01.000Z,False,"Winning Senate bets in the past were those who made it in the Top 20 in the poll immediately after COC filing.

Kiko was #15. Bam was #17. They have a shot of winning. 

Heidi was #39. She isn't gonna win 2025, but she's setting the tone for her politics for 2028.#Halalan2025",3,21,127,4.6K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_normal.jpg,https://x.com/DetectiveMask/status/1909789365376893388,tweet_id:1909789365376893388
ABS-CBN News,@ABSCBNNews,2025-04-09T01:51:24.000Z,True,"Sinita ng Comelec ang vlogger at kandidatong konsehal ng Maynila na si Mocha Uson dahil sa ""double meaning"" na mensahe ng campaign jingle nito sa #Halalan2025. | via ",37,48,185,29K,['#Halalan2025'],['@JohnsonManabat'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1909786192142639448,tweet_id:1909786192142639448
